순번,이름,연식,주행거리,연료,배기량,색상,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_내차피해(가격),보증여부,보증기간,보증거리
255,1,134,134255,0,2497,은색,24000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
256,1,100,77588,0,2497,흰색,35000000,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,3,33,28996,0,2497,흰색,45000000,159,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1,128,159000,0,2497,흰색,3700000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1,112,189000,0,2497,흰색,24500000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,1,155,163000,0,2497,은색,7200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1,113,301000,0,2497,은색,4700000,24,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
262,3,55,118924,0,2497,흰색,15800000,68,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0
263,1,122,142039,0,2497,회색,8000000,41,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,5,0,4,0,0,0,0
264,1,100,57051,0,2497,회색,11000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265,3,14,32044,0,2497,흰색,34500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,114,141290,0,2497,흰색,22500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1,62,202521,0,2497,남색,12500000,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
268,1,153,247000,0,2497,회색,[계약,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,3,15,14000,0,2497,은색,78900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,3,49,94825,0,2497,남색,19500000,81,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,1,71,108135,0,2497,은색,15200000,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,3,0,3,0,0,0,0
272,3,32,13000,0,2497,흰색,70900000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,3,41,134000,0,2497,노란색,16000000,64,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
274,1,105,137714,0,2497,회색,16990000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,1,87,120886,0,2497,회색,9900000,51,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
276,1,134,165000,0,2497,은색,22000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
277,1,82,77718,0,2497,은색,14800000,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
278,3,31,9173,0,2497,흰색,83000000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,1,124,67200,0,2497,노란색,9900000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,1,100,111343,0,2497,검정투톤,13200000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1,99,134409,0,2497,흰색,12500000,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,1,204,131620,0,2476,은색투톤,5300000,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,1,73,82721,0,2497,노란색,15900000,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,1,186,161524,0,2497,은색투톤,4990000,26,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,2,91,70059,0,1685,흰색,13600000,46,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
286,2,47,19725,2,1999,흰색,22900000,87,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
287,2,41,108105,2,1999,검정색,19900000,69,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,60,100000
288,2,55,28891,2,1999,흰색,21300000,86,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,60,100000
289,2,64,91473,1,1999,흰색,13000000,57,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
290,2,147,123288,1,1998,흰색,2700000,10,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,4,0,5,0,0,0,0
291,2,42,66805,2,1999,흰색,18190000,63,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
292,2,47,104472,1,1999,진주색,13000000,60,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60,100000
293,2,168,183316,1,1998,흰색,3990000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294,2,122,141689,2,1998,검정색,4900000,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,2,192,180787,1,1998,은색,2500000,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0
296,2,146,87556,2,1998,회색,5700000,22,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0
297,2,75,93260,1,1999,검정색,9500000,0,0,0,1,0,0,1,0,1,0,0,1,4,0,0,0,0,3,0,3,0,0,0,0
298,2,121,216461,1,1999,검정색,3700000,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0
299,2,115,142650,1,1999,진주색,5900000,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,4,0,2,0,0,0,0
300,2,42,88373,1,1999,진회색,15990000,74,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,60,100000
301,2,125,127000,1,1999,흰색,6300000,0,1,1,1,0,0,1,0,1,0,0,1,3,0,0,0,0,5,0,3,0,0,0,0
302,2,132,110424,2,1999,흰색,5190000,21,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
303,2,96,120739,0,1685,흰색,9990000,36,1,1,1,1,0,1,0,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0
304,2,133,151359,2,1998,흰색,9990000,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0
305,2,91,70059,0,1685,흰색,13600000,46,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
306,2,47,19725,2,1999,흰색,22900000,87,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
307,2,41,108105,2,1999,검정색,19900000,69,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,60,100000
308,2,55,28891,2,1999,흰색,21300000,86,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,60,100000
309,2,64,91473,1,1999,흰색,13000000,57,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
310,2,147,123288,1,1998,흰색,2700000,10,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,4,0,5,0,0,0,0
311,2,42,66805,2,1999,흰색,18190000,63,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
312,2,47,104472,1,1999,진주색,13000000,60,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60,100000
313,2,168,183316,1,1998,흰색,3990000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314,2,122,141689,2,1998,검정색,4900000,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2,192,180787,1,1998,은색,2500000,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0
316,2,146,87556,2,1998,회색,5700000,22,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0
317,2,75,93260,1,1999,검정색,9500000,0,0,0,1,0,0,1,0,1,0,0,1,4,0,0,0,0,3,0,3,0,0,0,0
318,2,121,216461,1,1999,검정색,3700000,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0
319,2,115,142650,1,1999,진주색,5900000,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,4,0,2,0,0,0,0
320,2,42,88373,1,1999,진회색,15990000,74,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,60,100000
321,2,125,127000,1,1999,흰색,6300000,0,1,1,1,0,0,1,0,1,0,0,1,3,0,0,0,0,5,0,3,0,0,0,0
322,2,132,110424,2,1999,흰색,5190000,21,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
323,2,96,120739,0,1685,흰색,9990000,36,1,1,1,1,0,1,0,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0
324,2,133,151359,2,1998,흰색,9990000,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0
325,2,91,70059,0,1685,흰색,13600000,46,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
326,2,47,19725,2,1999,흰색,22900000,87,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
327,2,41,108105,2,1999,검정색,19900000,69,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,60,100000
328,2,55,28891,2,1999,흰색,21300000,86,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,60,100000
329,2,64,91473,1,1999,흰색,13000000,57,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
330,2,147,123288,1,1998,흰색,2700000,10,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,4,0,5,0,0,0,0
331,2,42,66805,2,1999,흰색,18190000,63,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
332,2,47,104472,1,1999,진주색,13000000,60,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60,100000
333,2,168,183316,1,1998,흰색,3990000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,2,122,141689,2,1998,검정색,4900000,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,2,192,180787,1,1998,은색,2500000,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0
336,2,146,87556,2,1998,회색,5700000,22,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0
337,2,75,93260,1,1999,검정색,9500000,0,0,0,1,0,0,1,0,1,0,0,1,4,0,0,0,0,3,0,3,0,0,0,0
338,2,121,216461,1,1999,검정색,3700000,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0
339,2,115,142650,1,1999,진주색,5900000,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,4,0,2,0,0,0,0
340,2,42,88373,1,1999,진회색,15990000,74,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,60,100000
341,2,125,127000,1,1999,흰색,6300000,0,1,1,1,0,0,1,0,1,0,0,1,3,0,0,0,0,5,0,3,0,0,0,0
342,2,132,110424,2,1999,흰색,5190000,21,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
343,2,96,120739,0,1685,흰색,9990000,36,1,1,1,1,0,1,0,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0
344,2,133,151359,2,1998,흰색,9990000,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0
345,2,91,70059,0,1685,흰색,13600000,46,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
346,2,47,19725,2,1999,흰색,22900000,87,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
347,2,41,108105,2,1999,검정색,19900000,69,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,60,100000
348,2,55,28891,2,1999,흰색,21300000,86,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,60,100000
349,2,64,91473,1,1999,흰색,13000000,57,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
350,2,147,123288,1,1998,흰색,2700000,10,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,4,0,5,0,0,0,0
351,2,42,66805,2,1999,흰색,18190000,63,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
352,2,47,104472,1,1999,진주색,13000000,60,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60,100000
353,2,168,183316,1,1998,흰색,3990000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
354,2,122,141689,2,1998,검정색,4900000,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
355,2,192,180787,1,1998,은색,2500000,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0
356,2,146,87556,2,1998,회색,5700000,22,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0
357,2,75,93260,1,1999,검정색,9500000,0,0,0,1,0,0,1,0,1,0,0,1,4,0,0,0,0,3,0,3,0,0,0,0
358,2,121,216461,1,1999,검정색,3700000,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0
359,2,115,142650,1,1999,진주색,5900000,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,4,0,2,0,0,0,0
360,2,42,88373,1,1999,진회색,15990000,74,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,60,100000
361,2,125,127000,1,1999,흰색,6300000,0,1,1,1,0,0,1,0,1,0,0,1,3,0,0,0,0,5,0,3,0,0,0,0
362,2,132,110424,2,1999,흰색,5190000,21,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
363,2,96,120739,0,1685,흰색,9990000,36,1,1,1,1,0,1,0,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0
364,2,133,151359,2,1998,흰색,9990000,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0
365,2,91,70059,0,1685,흰색,13600000,46,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
366,2,47,19725,2,1999,흰색,22900000,87,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
367,2,41,108105,2,1999,검정색,19900000,69,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,1,60,100000
368,2,55,28891,2,1999,흰색,21300000,86,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,60,100000
369,2,64,91473,1,1999,흰색,13000000,57,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
370,2,147,123288,1,1998,흰색,2700000,10,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,4,0,5,0,0,0,0
371,2,42,66805,2,1999,흰색,18190000,63,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,60,100000
372,2,47,104472,1,1999,진주색,13000000,60,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,60,100000
373,2,168,183316,1,1998,흰색,3990000,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
374,2,122,141689,2,1998,검정색,4900000,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375,2,192,180787,1,1998,은색,2500000,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0
376,2,146,87556,2,1998,회색,5700000,22,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0
377,2,75,93260,1,1999,검정색,9500000,0,0,0,1,0,0,1,0,1,0,0,1,4,0,0,0,0,3,0,3,0,0,0,0
378,2,121,216461,1,1999,검정색,3700000,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0
379,2,115,142650,1,1999,진주색,5900000,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,4,0,2,0,0,0,0
380,2,42,88373,1,1999,진회색,15990000,74,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,60,100000
381,2,125,127000,1,1999,흰색,6300000,0,1,1,1,0,0,1,0,1,0,0,1,3,0,0,0,0,5,0,3,0,0,0,0
382,2,132,110424,2,1999,흰색,5190000,21,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
383,2,96,120739,0,1685,흰색,9990000,36,1,1,1,1,0,1,0,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0
384,2,133,151359,2,1998,흰색,9990000,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0
